uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
1000001,70,Cyrene,80,Ice,Memory's Curtain Never Falls,80,6,10,10,10,5570.516,1724.871,1331.189,172.452,38.496,187.092,0.0,0.0,0.0,12.096,3.888,6.48,25.3,0.0,30.672,28.62,17.496,34.992,12.096,3.888,6.48,CRIT DMG,SPD,HP,HP,World-Remaking Deliverer,"Amphoreus, The Eternal Land"
1000001,70,Sunday,80,Imaginary,A Grounded Ascent,80,6,10,10,10,4516.452,1707.164,1509.574,136.292,10.832,240.876,0.0,0.0,19.439,48.304,19.872,0.0,9.5,11.664,15.984,23.76,5.832,88.776,20.304,19.872,0.0,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,Broken Keel
1000001,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,7484.327,1795.618,1080.453,87.4,58.692,211.692,63.28,0.0,0.0,3.456,0.0,6.48,0.0,3.888,26.352,14.58,34.992,83.592,3.456,0.0,6.48,CRIT DMG,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1000001,70,Acheron,80,Lightning,Along the Passing Shore,80,6,10,10,10,3357.041,2889.068,988.616,130.632,59.544,220.16,46.88,0.0,0.0,8.208,0.0,16.2,4.6,15.984,0.0,14.04,18.144,110.16,8.208,0.0,16.2,CRIT Rate,SPD,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1000001,70,Jing Yuan,80,Lightning,The Seriousness of Breakfast,80,6,10,10,10,3179.464,3056.041,1275.903,110.5,68.192,163.2,62.88,0.0,0.0,0.0,7.344,0.0,11.5,19.44,14.256,28.08,18.792,97.2,0.0,7.344,0.0,CRIT Rate,ATK,Lightning DMG Boost,ATK,The Ashblazing Grand Duke,The Wondrous BananAmusement Park
1000002,70,Jade,80,Quantum,Yet Hope Is Priceless,80,6,10,10,10,2992.943,3033.306,1135.931,121.1,64.64,180.248,61.28,0.0,0.0,10.0,7.776,11.664,18.1,8.64,8.208,0.0,35.64,65.448,0.0,7.776,11.664,CRIT DMG,ATK,Quantum DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
1000002,70,Blade,80,Wind,The Unreachable Side,80,6,10,10,10,7709.352,1567.141,959.86,111.1,65.78,175.064,48.88,0.0,0.0,21.664,0.0,16.848,14.1,19.008,0.0,13.5,30.78,60.264,11.664,0.0,16.848,CRIT DMG,HP,Wind DMG Boost,HP,Eagle of Twilight Line,Bone Collection's Serene Demesne
1000002,70,Boothill,80,Physical,Shadowed by Night,80,6,10,10,10,3247.106,1570.104,1455.062,158.732,5.0,50.0,0.0,0.0,0.0,7.776,15.552,246.604,26.7,3.456,0.0,4.32,0.0,0.0,7.776,15.552,63.504,DEF,SPD,Quantum DMG Boost,Break Effect,Iron Cavalry Against the Scourge,Talia: Kingdom of Banditry
1000002,70,Black Swan,80,Wind,Reforged Remembrance,80,6,10,10,10,3305.638,3507.068,1154.622,134.5,16.988,55.832,53.28,0.0,0.0,8.64,121.28,0.0,32.5,12.528,12.528,9.72,11.988,5.832,8.64,28.08,0.0,Effect Hit Rate,ATK,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1000002,70,Acheron,80,Lightning,,,1,10,10,10,2142.191,2432.946,495.53,101.0,70.236,154.352,8.0,0.0,0.0,22.896,3.456,5.184,0.0,27.648,20.304,13.5,28.836,80.352,22.896,3.456,5.184,CRIT Rate,ATK,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1000002,70,Silver Wolf,80,Quantum,Resolution Shines As Pearls of Sweat,80,1,7,10,4,4473.504,1929.821,808.53,160.532,5.0,79.16,0.0,0.0,19.439,4.32,58.432,5.184,28.5,35.424,28.512,0.0,0.0,29.16,4.32,11.232,5.184,Effect Hit Rate,SPD,HP,Energy Regeneration Rate,Eagle of Twilight Line,
1000002,70,Himeko,80,Fire,Night on the Milky Way,1,3,12,12,12,2134.421,2258.194,518.414,96.0,87.52,102.488,61.28,0.0,0.0,0.0,8.208,0.0,0.0,22.896,23.76,14.04,42.12,52.488,0.0,8.208,0.0,CRIT Rate,ATK,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
1000002,70,Ruan Mei,80,Ice,Past Self in Mirror,80,6,10,10,10,3081.405,1721.503,2492.494,165.132,11.48,56.48,0.0,0.0,24.439,12.528,0.0,208.356,31.1,3.456,15.12,0.0,6.48,6.48,12.528,0.0,79.056,DEF,SPD,DEF,Energy Regeneration Rate,"Thief of Shooting Meteor, Watchmaker, Master of Dream Machinations",Sprightly Vonwacq
1000003,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,9544.723,1651.577,1155.601,87.4,57.396,156.612,24.4,0.0,0.0,7.344,0.0,18.144,0.0,27.648,23.328,17.82,33.696,28.512,7.344,0.0,18.144,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1000003,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80,6,10,10,10,3329.148,2528.538,1529.617,147.472,13.1,66.848,0.0,0.0,0.0,29.664,0.0,240.956,7.2,26.352,22.032,9.72,8.1,16.848,11.664,0.0,62.856,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1000003,70,The Herta,80,Ice,Into the Unreachable Veil,80,6,10,10,10,3307.063,3372.584,1279.523,129.032,62.26,171.176,22.4,0.0,0.0,7.344,15.12,21.384,0.0,22.896,12.096,32.94,37.26,56.376,7.344,15.12,21.384,CRIT DMG,SPD,ATK,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1000003,70,Kafka,80,Lightning,Patience Is All You Need,80,6,10,10,10,3505.924,3889.617,1163.337,129.332,18.284,68.144,62.88,0.0,0.0,8.208,58.608,16.2,4.3,18.576,37.152,18.9,13.284,18.144,8.208,40.608,16.2,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Space Sealing Station
1000003,70,Fu Xuan,80,Quantum,Trend of the Universal Market,80,2,10,10,10,8509.605,1188.936,1880.266,133.932,26.94,85.64,0.0,0.0,0.0,21.664,3.888,47.952,8.9,31.968,0.0,42.12,3.24,35.64,11.664,3.888,47.952,HP,SPD,HP,HP,"Longevous Disciple, Flex",Fleet of the Ageless
1000003,70,Black Swan,80,Wind,Eyes of the Prey,80,6,10,10,10,2859.095,3056.082,895.893,137.932,19.904,61.664,53.28,0.0,0.0,15.984,132.144,5.832,10.9,0.0,41.904,5.4,14.904,11.664,15.984,28.944,5.832,Effect Hit Rate,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Pan-Cosmic Commercial Enterprise
1000003,70,Sparkle,80,Quantum,,,2,10,10,10,2922.115,1037.175,538.022,160.892,8.24,169.256,0.0,0.0,19.439,10.0,29.376,29.808,28.8,19.44,23.76,0.0,3.24,30.456,0.0,29.376,29.808,CRIT DMG,SPD,Physical DMG Boost,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Flex",
1000004,70,Cyrene,80,Ice,Victory In a Blink,80,1,10,10,10,5547.297,1393.917,1341.774,181.652,8.24,118.096,0.0,0.0,24.439,15.984,3.888,11.016,34.5,15.984,0.0,28.62,3.24,17.496,15.984,3.888,11.016,HP,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal",Sprightly Vonwacq
1000004,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,4,10,10,10,8190.479,1491.623,1113.262,92.3,68.736,218.172,63.28,0.0,0.0,0.0,3.456,0.0,4.9,27.216,4.32,19.98,45.036,90.072,0.0,3.456,0.0,CRIT DMG,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1000004,70,Evernight,80,Ice,To Evernight's Stars,80,1,10,10,10,7070.215,1444.364,1201.799,106.5,66.692,199.38,38.88,0.0,0.0,11.232,23.328,18.144,7.5,3.888,0.0,9.72,34.992,71.28,11.232,23.328,18.144,CRIT DMG,HP,Ice DMG Boost,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1000004,70,The Herta,80,Ice,Today Is Another Peaceful Day,80,1,10,10,10,2716.56,2955.289,941.378,113.2,73.488,160.808,61.28,0.0,0.0,19.008,11.664,12.312,9.2,0.0,4.32,8.64,52.488,46.008,19.008,11.664,12.312,CRIT DMG,ATK,Ice DMG Boost,ATK,Scholar Lost in Erudition,Rutilant Arena
1000004,70,Sparkle,80,Quantum,Dance! Dance! Dance!,70,1,10,10,10,3708.321,1406.557,1138.022,159.392,16.988,150.464,0.0,0.0,19.439,43.76,12.096,6.48,27.3,3.888,8.208,21.6,11.988,11.664,23.76,12.096,6.48,CRIT DMG,SPD,Physical DMG Boost,Energy Regeneration Rate,"Sacerdos' Relived Ordeal, Flex",Broken Keel
1000004,70,Robin,80,Physical,For Tomorrow's Journey,80,1,10,10,10,3617.977,4093.184,1128.585,122.5,16.664,83.696,0.0,0.0,19.439,0.0,19.872,11.664,15.5,7.776,15.12,24.84,11.664,33.696,0.0,19.872,11.664,ATK,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, Prisoner in Deep Confinement",Fleet of the Ageless
1000004,70,Sunday,80,Imaginary,A Grounded Ascent,80,1,10,10,10,4015.19,2031.189,1352.5,133.692,8.24,240.228,0.0,0.0,24.439,36.144,0.0,23.328,6.9,29.808,3.888,9.18,3.24,88.128,18.144,0.0,23.328,CRIT DMG,SPD,ATK,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1000005,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,7790.1,1424.96,1078.865,90.0,68.088,203.268,63.28,0.0,0.0,14.688,3.456,11.016,2.6,12.096,0.0,15.12,44.388,75.168,14.688,3.456,11.016,CRIT DMG,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1000005,70,Cyrene,80,Ice,"This Love, Forever",80,6,10,10,10,6518.633,1336.761,1062.105,186.312,42.708,187.092,0.0,0.0,0.0,19.872,3.888,34.992,33.1,19.008,0.0,0.0,21.708,34.992,19.872,3.888,34.992,CRIT DMG,SPD,HP,HP,World-Remaking Deliverer,"Amphoreus, The Eternal Land"
1000005,70,Evernight,80,Ice,The Flower Remembers,80,6,10,10,10,7204.287,1524.566,1126.497,99.0,64.424,240.876,0.0,0.0,0.0,0.0,19.008,11.664,0.0,12.096,4.32,9.72,32.724,88.776,0.0,19.008,11.664,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1000005,70,The Herta,80,Ice,Into the Unreachable Veil,80,6,10,10,10,2932.478,2770.891,1405.553,135.632,61.936,171.824,61.28,0.0,0.0,3.456,15.552,16.2,6.6,0.0,10.8,42.66,36.936,57.024,3.456,15.552,16.2,CRIT DMG,SPD,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1000005,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,6,10,10,10,5723.352,1439.731,1628.32,209.632,11.48,105.728,0.0,0.0,19.439,18.0,8.64,0.0,27.6,23.328,19.872,35.1,6.48,55.728,0.0,8.64,0.0,HP,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1000006,70,The Herta,80,Ice,Into the Unreachable Veil,80,6,10,10,10,3025.106,3366.906,1168.457,116.1,73.276,161.456,61.28,0.0,0.0,12.528,0.0,18.792,12.1,7.776,11.664,19.44,48.276,46.656,12.528,0.0,18.792,CRIT DMG,ATK,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1000006,70,Archer,80,Quantum,The Hell Where Ideals Burn,80,6,10,10,10,3078.448,2992.931,1244.343,112.5,89.808,166.64,71.28,0.0,0.0,8.208,8.64,6.48,7.5,12.096,4.32,22.68,54.108,51.84,8.208,8.64,6.48,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
1000006,70,Kafka,80,Lightning,Before the Tutorial Mission Starts,80,6,10,10,10,3513.235,2525.544,892.058,161.832,14.72,50.0,38.88,0.0,24.439,7.344,79.6,11.664,36.8,12.528,16.848,0.0,9.72,0.0,7.344,21.6,11.664,ATK,SPD,Lightning DMG Boost,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1000006,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,6,10,10,10,5038.27,1434.997,1355.036,205.332,16.664,68.144,0.0,34.561,19.439,33.12,4.32,0.0,23.3,28.944,20.304,10.26,11.664,18.144,15.12,4.32,0.0,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1000006,70,Cipher,80,Quantum,Lies Dance on the Breeze,80,6,10,10,10,2876.091,2463.551,1182.914,180.512,37.088,160.16,53.28,0.0,0.0,8.64,29.872,0.0,16.4,7.344,28.08,4.32,20.088,45.36,8.64,19.872,0.0,CRIT DMG,SPD,Quantum DMG Boost,ATK,Pioneer Diver of Dead Waters,Inert Salsotto
1000006,70,Sparkle,80,Quantum,A Grounded Ascent,80,5,10,10,10,6005.632,1494.878,1188.831,167.752,8.24,150.464,0.0,0.0,24.439,29.872,0.0,29.808,29.6,23.328,10.8,15.12,3.24,11.664,19.872,0.0,29.808,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal","Penacony, Land of the Dreams"
1000006,70,Robin,80,Physical,But the Battle Isn't Over,80,6,10,10,10,4059.951,3946.013,1229.751,125.4,7.592,55.832,0.0,0.0,42.439,50.976,0.0,16.848,18.4,11.232,18.576,29.7,2.592,5.832,50.976,0.0,16.848,ATK,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, Prisoner in Deep Confinement",Sprightly Vonwacq
1000006,70,Sunday,80,Imaginary,A Grounded Ascent,80,4,10,10,10,5200.144,1560.924,1407.728,165.912,20.876,176.076,0.0,0.0,19.439,22.32,16.848,0.0,27.6,35.856,3.456,18.36,15.876,23.976,4.32,16.848,0.0,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal",Forge of the Kalpagni Lantern
1000007,70,Himeko,80,Fire,The Seriousness of Breakfast,80,7,12,12,12,2747.455,2580.835,940.175,129.632,56.416,187.376,85.28,0.0,0.0,29.872,0.0,12.96,8.6,7.776,14.688,10.26,43.416,72.576,19.872,0.0,12.96,CRIT DMG,SPD,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
1000007,70,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80,6,10,10,10,3435.393,3092.088,1138.446,93.84,70.216,182.84,61.28,0.0,0.0,15.12,12.96,0.0,0.0,3.888,19.008,32.4,27.216,68.04,15.12,12.96,0.0,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Poet of Mourning Collapse,Rutilant Arena
1000007,70,Clara,80,Physical,Dance at Sunset,80,5,11,10,10,3426.401,3508.926,1187.362,82.8,63.644,208.472,53.28,0.0,0.0,0.0,4.32,16.2,0.0,0.0,20.304,23.22,26.244,122.472,0.0,4.32,16.2,CRIT Rate,ATK,Physical DMG Boost,ATK,Poet of Mourning Collapse,"Duran, Dynasty of Running Wolves"
1000007,70,Aventurine,80,Imaginary,Destiny's Threads Forewoven,80,5,10,9,9,3270.946,1317.719,4284.833,114.6,20.552,128.408,14.4,0.0,0.0,50.8,20.736,10.368,8.6,19.008,15.552,23.76,15.552,78.408,10.8,20.736,10.368,DEF,DEF,DEF,DEF,Self-Enshrouded Recluse,Broken Keel
1000007,70,Jing Yuan,80,Lightning,Sagacity,10,4,10,10,10,2054.644,2148.659,655.99,105.6,84.392,128.856,38.88,0.0,0.0,11.232,3.456,23.976,6.6,0.0,26.352,16.2,34.992,62.856,11.232,3.456,23.976,CRIT Rate,ATK,Lightning DMG Boost,ATK,The Ashblazing Grand Duke,The Wondrous BananAmusement Park
1000007,70,Blade,80,Wind,A Secret Vow,50,6,10,10,10,5353.393,1338.362,800.25,110.2,54.484,193.856,78.88,0.0,0.0,21.664,0.0,11.016,13.2,7.776,15.984,19.44,29.484,79.056,11.664,0.0,11.016,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
1000007,70,Sunday,80,Imaginary,But the Battle Isn't Over,70,1,10,10,10,4153.397,1624.612,1193.569,161.892,10.832,216.9,0.0,0.0,34.439,29.872,0.0,0.0,35.1,7.344,8.208,5.4,5.832,64.8,19.872,0.0,0.0,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1000007,70,Mydei,80,Imaginary,The Unreachable Side,80,4,10,10,10,7845.595,1607.387,675.191,104.6,45.904,229.86,38.88,0.0,0.0,20.304,11.232,0.0,4.6,18.576,14.688,4.86,14.904,77.76,20.304,11.232,0.0,CRIT DMG,HP,Imaginary DMG Boost,HP,Scholar Lost in Erudition,Bone Collection's Serene Demesne
1000008,70,Acheron,80,Lightning,Good Night and Sleep Well,80,2,9,10,10,2911.465,2886.588,885.839,130.932,62.136,160.184,46.88,0.0,0.0,24.192,0.0,18.144,4.9,4.32,30.672,12.96,20.736,86.184,24.192,0.0,18.144,CRIT Rate,SPD,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1000008,70,Fu Xuan,80,Quantum,Texture of Memories,80,6,10,10,10,7228.861,1509.948,1330.341,135.332,35.688,61.664,0.0,0.0,19.439,60.192,15.984,18.792,4.3,50.112,19.44,15.66,11.988,11.664,24.192,15.984,18.792,HP,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Broken Keel
1000008,70,Jingliu,80,Ice,A Secret Vow,80,1,9,9,10,6638.761,1870.431,920.21,132.332,31.144,116.46,73.88,0.0,0.0,7.344,0.0,40.824,2.3,25.056,19.44,15.12,18.144,29.16,7.344,0.0,40.824,HP,SPD,Ice DMG Boost,HP,Scholar Lost in Erudition,Bone Collection's Serene Demesne
1000008,70,Cerydra,80,Wind,For Tomorrow's Journey,80,5,9,9,9,4099.27,3863.893,849.72,144.072,5.0,91.472,22.4,0.0,5.0,19.008,15.12,0.0,14.1,20.736,33.264,0.0,0.0,41.472,19.008,15.12,0.0,ATK,SPD,ATK,ATK,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1000008,70,Sparkle,80,Quantum,Past and Future,80,2,9,9,9,5159.672,1469.83,1109.031,146.192,7.916,215.912,0.0,0.0,19.439,50.24,0.0,5.184,14.1,15.12,11.664,13.5,2.916,77.112,30.24,0.0,5.184,CRIT DMG,SPD,HP,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
1000008,70,Kafka,80,Lightning,Good Night and Sleep Well,80,5,10,10,10,3237.7,3541.708,961.117,142.832,5.0,61.016,38.88,0.0,0.0,15.984,59.04,22.68,17.8,12.096,32.832,10.8,0.0,11.016,15.984,41.04,22.68,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1000008,70,Hysilens,80,Physical,Eyes of the Prey,80,6,10,10,10,3445.395,3112.496,999.338,141.032,5.0,86.288,38.88,0.0,0.0,23.328,103.136,6.48,0.0,15.12,27.648,17.82,0.0,36.288,23.328,53.136,6.48,ATK,SPD,Physical DMG Boost,ATK,Prisoner in Deep Confinement,Revelry by the Sea
1000008,70,Firefly,80,Fire,On the Fall of an Aeon,80,4,10,10,9,2868.963,2751.406,1443.585,152.872,5.0,84.344,0.0,0.0,0.0,33.552,0.0,159.572,12.6,7.344,34.128,14.58,0.0,34.344,15.552,0.0,41.472,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1000009,70,Saber,80,Wind,A Thankless Coronation,80,7,12,12,12,3489.726,2477.299,1371.499,117.7,48.752,265.008,61.28,0.0,19.439,3.888,7.776,6.48,16.7,11.664,36.288,14.04,31.752,62.208,3.888,7.776,6.48,CRIT DMG,ATK,Wind DMG Boost,Energy Regeneration Rate,Wavestrider Captain,
1000009,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80,7,12,12,12,2838.05,2673.589,1511.264,142.872,16.988,50.0,0.0,0.0,0.0,37.44,0.0,310.116,2.6,4.32,38.016,10.26,11.988,0.0,19.44,0.0,92.016,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1000009,70,Kafka,80,Lightning,Patience Is All You Need,80,6,10,10,10,3507.999,3566.692,1132.47,144.032,16.664,50.0,78.88,0.0,0.0,14.688,76.752,22.032,19.0,15.12,59.616,19.44,11.664,0.0,14.688,15.552,22.032,Effect Hit Rate,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
1000009,70,Topaz & Numby,80,Fire,"Worrisome, Blissful",80,6,8,8,8,2894.371,2951.756,955.745,124.1,75.5,159.512,54.88,0.0,0.0,7.344,12.096,29.16,14.1,0.0,25.056,9.18,40.5,44.712,7.344,12.096,29.16,CRIT DMG,ATK,Fire DMG Boost,ATK,The Ashblazing Grand Duke,"Duran, Dynasty of Running Wolves"
1000009,70,Cipher,72,Quantum,Lies Dance on the Breeze,80,1,1,10,1,2753.392,2486.428,1082.355,177.612,46.584,118.04,46.88,0.0,0.0,7.776,35.056,22.68,17.5,7.776,18.576,5.4,5.184,68.04,7.776,25.056,22.68,CRIT Rate,SPD,Quantum DMG Boost,ATK,Pioneer Diver of Dead Waters,Firmament Frontline: Glamoth
1000009,70,Sparkle,80,Quantum,Earthly Escapade,80,7,12,10,10,4619.528,1607.096,1118.635,171.492,8.24,216.16,0.0,0.0,19.439,13.888,3.888,22.68,39.4,15.552,3.888,9.72,3.24,45.36,3.888,3.888,22.68,CRIT DMG,SPD,Lightning DMG Boost,Energy Regeneration Rate,Sacerdos' Relived Ordeal,Firmament Frontline: Glamoth
1000009,70,Rappa,80,Imaginary,Ninjutsu Inscription: Dazzling Evilbreaker,80,3,4,4,4,4339.263,2556.59,1310.635,144.292,5.0,50.0,0.0,0.0,0.0,15.984,0.0,225.804,15.5,34.992,16.848,19.98,0.0,0.0,15.984,0.0,79.704,HP,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1000009,70,Silver Wolf,80,Quantum,Incessant Rain,80,6,10,10,10,3115.495,3343.496,1067.981,113.6,58.036,173.12,56.88,0.0,0.0,0.0,69.232,0.0,6.6,10.8,26.784,9.18,45.036,58.32,0.0,11.232,0.0,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
1000010,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80,7,12,12,12,2902.135,2444.586,1381.568,163.872,5.0,50.0,0.0,0.0,0.0,39.168,3.456,280.484,23.6,7.344,15.12,0.0,0.0,0.0,21.168,3.456,102.384,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
