uid,floor,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff,hard_mode
1000012,1,2,3,Phainon,Sunday,Dan Heng • Permansor Terrae,Bronya,0,0,0,2,,False
1000012,2,0,3,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,,False
1000012,3,2,3,The Herta,Jade,Tribbie,Huohuo,0,0,0,0,,False
1000012,4,2,3,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,Sanguine Vitality,False
1000013,1,0,3,Castorice,Cyrene,Hyacine,Evernight,2,0,1,1,,False
1000013,2,1,3,Feixiao,Robin,Aventurine,Cipher,2,2,2,0,,False
1000013,3,0,3,The Herta,Tribbie,Dan Heng • Permansor Terrae,Jade,2,1,0,0,,False
1000013,4,0,3,Castorice,Cyrene,Hyacine,Evernight,2,0,1,1,Sanguine Vitality,False
1000014,1,2,3,Phainon,Sunday,Dan Heng • Permansor Terrae,Bronya,0,0,0,1,,False
1000014,2,0,3,Castorice,Cyrene,Evernight,Hyacine,2,0,0,0,,False
1000014,3,2,3,The Herta,Tribbie,Anaxa,Huohuo,0,0,0,0,,False
1000014,4,2,3,Castorice,Cyrene,Evernight,Hyacine,2,0,0,0,Sanguine Vitality,False
1000015,1,0,3,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,,False
1000015,2,5,1,Feixiao,Moze,Robin,Dan Heng • Permansor Terrae,0,6,1,0,,False
1000015,3,4,2,The Herta,Herta,Ice Trailblazer,Gallagher,0,6,6,6,,False
1000015,4,4,2,Castorice,Evernight,Cyrene,Hyacine,0,0,0,0,Sanguine Vitality,False
1010716,1,2,3,Mydei,Sunday,Ice Trailblazer,Luocha,0,1,6,0,,False
1010716,2,6,1,Feixiao,Imaginary March 7th,Robin,Aventurine,0,6,0,0,,False
1010716,3,1,3,Hyacine,Tribbie,Evernight,Castorice,0,1,0,0,,False
1010716,4,5,1,Tribbie,Hyacine,Evernight,Castorice,1,0,0,0,Sanguine Vitality,False
1000016,1,0,3,Kafka,Dan Heng • Permansor Terrae,Hysilens,Black Swan,0,0,0,1,,False
1000016,2,0,3,Castorice,Evernight,Tribbie,Hyacine,2,1,1,1,,False
1000016,3,2,3,Firefly,Fugue,Lingsha,Ruan Mei,2,0,0,1,,False
1000016,4,0,3,Castorice,Evernight,Cyrene,Hyacine,2,1,2,1,Sanguine Vitality,False
1000018,1,2,3,Acheron,Silver Wolf,Cipher,Fu Xuan,0,1,0,0,,False
1000018,2,5,1,Yunli,Sparkle,Tribbie,Huohuo,0,0,0,0,,False
1000018,3,4,2,Rappa,Fugue,Lingsha,Ruan Mei,0,0,0,0,,False
1010717,1,4,2,Yunli,Robin,Ruan Mei,Dan Heng • Permansor Terrae,1,0,1,0,,False
1010717,2,3,2,Phainon,Sunday,Ice Trailblazer,Aventurine,2,1,6,0,,False
1010717,3,2,3,Aglaea,Cyrene,Tribbie,Huohuo,0,2,2,0,,False
1010717,4,3,2,Phainon,Cyrene,Sunday,Huohuo,2,2,1,0,Power Surge,False
1000019,1,1,3,Aglaea,Dan Heng • Permansor Terrae,Robin,Sunday,0,0,0,1,,False
1000019,2,1,3,Castorice,Hyacine,Ruan Mei,Pela,2,0,1,6,,False
1000019,3,2,3,Evernight,Ice Trailblazer,Cyrene,Gallagher,0,6,0,6,,False
1000019,4,0,3,Castorice,Cyrene,Hyacine,Evernight,2,0,1,0,Sanguine Vitality,False
1000021,2,0,3,Castorice,Cyrene,Hyacine,Tribbie,2,2,0,0,,False
1000022,1,0,3,Hysilens,Kafka,Acheron,Luocha,0,6,6,1,,False
1000022,2,2,3,Saber,Silver Wolf,Sunday,Dan Heng • Permansor Terrae,6,0,0,0,,False
1000022,3,2,3,Firefly,Fugue,Ruan Mei,Lingsha,4,0,1,0,,False
1000022,4,6,1,Castorice,Evernight,Ice Trailblazer,Hyacine,0,1,6,0,Sanguine Vitality,False
1000023,1,0,3,Sunday,Phainon,Cerydra,Dan Heng • Permansor Terrae,0,2,0,0,,False
1000023,3,2,3,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,,False
1000024,1,2,3,The Herta,Dan Heng • Permansor Terrae,Tribbie,Anaxa,0,1,0,0,,False
1000024,2,3,2,Archer,Sparkle,Silver Wolf,Gallagher,1,1,0,6,,False
1000024,3,3,2,Rappa,Fugue,Ruan Mei,Imaginary Trailblazer,0,0,0,6,,False
1000024,4,6,1,Archer,Sparkle,Ice Trailblazer,Dan Heng • Permansor Terrae,1,1,6,1,Power Surge,False
1000026,1,0,3,Aglaea,Dan Heng • Permansor Terrae,Robin,Sunday,6,6,1,1,,False
1000026,2,0,3,Hyacine,Evernight,Ice Trailblazer,Tribbie,6,2,6,1,,False
1000026,3,0,3,Lingsha,Fugue,Ruan Mei,Firefly,1,2,6,2,,False
1000026,4,1,3,Cyrene,Hyacine,Evernight,Ice Trailblazer,2,6,2,6,Sanguine Vitality,True
1000027,1,4,2,Rappa,Fugue,Ruan Mei,Huohuo,0,0,0,1,,False
1000027,2,5,1,Saber,Sunday,Robin,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000027,3,0,3,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,,False
1000027,4,4,2,Castorice,Evernight,Cyrene,Hyacine,0,0,0,0,Power Surge,False
1000028,1,2,3,Cyrene,Mydei,Ruan Mei,Huohuo,0,1,1,0,,False
1000028,2,6,1,Phainon,Bronya,Cerydra,Dan Heng • Permansor Terrae,0,3,0,0,,False
1000028,3,1,3,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,1,,False
1000028,4,1,3,Cyrene,Evernight,Castorice,Hyacine,2,0,0,1,Sanguine Vitality,False
1000030,1,0,3,Castorice,Evernight,Cyrene,Hyacine,0,0,0,0,,False
1000030,2,0,3,Archer,Cerydra,Sparkle,Dan Heng • Permansor Terrae,3,1,6,0,,False
1000030,3,2,3,Firefly,Ruan Mei,Fugue,Lingsha,2,1,0,1,,False
1000030,4,2,3,Castorice,Evernight,Cyrene,Hyacine,0,0,2,0,Sanguine Vitality,False
1000031,1,0,3,Hysilens,Kafka,Black Swan,Huohuo,0,2,2,1,,False
1000031,2,0,3,Phainon,Cerydra,Sunday,Bronya,2,0,1,5,,False
1000031,3,0,3,Cyrene,Hyacine,Evernight,Castorice,0,1,1,0,,False
1000031,4,0,3,Phainon,Cyrene,Cerydra,Tribbie,2,2,0,1,Power Surge,False
1000033,1,4,2,Saber,Bronya,Tribbie,Dan Heng • Permansor Terrae,0,2,0,0,,False
1000033,2,2,3,Castorice,Evernight,Cyrene,Hyacine,0,0,0,0,,False
1000033,3,4,2,Firefly,Fugue,Ruan Mei,Lingsha,1,0,2,0,,False
1000033,4,4,2,Castorice,Evernight,Hyacine,Cyrene,0,0,0,0,Sanguine Vitality,False
1010718,1,1,3,Kafka,Black Swan,Hysilens,Huohuo,0,0,0,0,,False
1010718,2,0,3,Cyrene,Evernight,Hyacine,Castorice,2,0,1,0,,False
1010718,3,4,2,The Herta,Herta,Tribbie,Lingsha,0,6,0,0,,False
1010718,4,3,2,Cyrene,Evernight,Hyacine,Castorice,2,0,1,0,Sanguine Vitality,False
1000034,1,0,3,Hysilens,Kafka,Black Swan,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000034,2,4,2,Castorice,Ice Trailblazer,Ruan Mei,Hyacine,0,6,0,0,,False
1000034,3,3,2,The Herta,Serval,Robin,Gallagher,3,6,0,6,,False
1000034,4,5,1,Castorice,Ice Trailblazer,Cipher,Hyacine,0,6,0,0,Sanguine Vitality,False
1000035,1,3,2,Anaxa,Sunday,Tribbie,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000035,2,4,2,Feixiao,Topaz & Numby,Robin,Aventurine,0,0,1,0,,False
1000035,3,0,3,Castorice,Evernight,Cyrene,Hyacine,0,0,0,0,,False
1000035,4,3,2,Castorice,Evernight,Cyrene,Hyacine,1,0,0,0,Sanguine Vitality,False
1000036,1,1,3,Black Swan,Kafka,Robin,Dan Heng • Permansor Terrae,1,0,0,0,,False
1000036,2,1,3,Castorice,Silver Wolf,Hyacine,Tribbie,2,0,1,1,,False
1000036,3,2,3,Firefly,Imaginary Trailblazer,Ruan Mei,Lingsha,2,6,1,1,,False
1000036,4,2,3,Castorice,Tribbie,Cyrene,Hyacine,2,1,0,1,Sanguine Vitality,False
1000037,1,0,3,Castorice,Evernight,Blade,Hyacine,1,0,1,0,,False
1000037,2,2,3,Phainon,Bronya,Cyrene,Dan Heng • Permansor Terrae,0,4,2,0,,False
1000037,3,4,2,Firefly,Ruan Mei,Imaginary Trailblazer,Rappa,1,0,6,1,,False
1000037,4,2,3,Castorice,Cyrene,Evernight,Hyacine,1,2,0,0,Sanguine Vitality,False
1000038,1,0,3,Mydei,Ice Trailblazer,Hyacine,Sunday,1,6,1,0,,False
1000039,1,0,3,Hysilens,Gallagher,Black Swan,Kafka,0,6,1,1,,False
1000039,2,1,3,Phainon,Sunday,Dan Heng • Permansor Terrae,Bronya,2,1,0,3,,False
1000039,3,1,3,The Herta,Tribbie,Aventurine,Anaxa,2,1,0,0,,False
1000039,4,4,2,Hyacine,Castorice,Evernight,Cyrene,0,0,0,0,Sanguine Vitality,False
1000040,1,1,3,Luocha,Hysilens,Kafka,Black Swan,0,0,0,0,,False
1000040,2,1,3,Hyacine,Castorice,Cyrene,Evernight,1,0,0,0,,False
1000040,3,4,2,Tribbie,The Herta,Herta,Lingsha,0,0,6,0,,False
1000040,4,3,2,Hyacine,Castorice,Cyrene,Evernight,1,0,0,0,Sanguine Vitality,False
1010720,1,5,1,Clara,Ice Trailblazer,Cyrene,Dan Heng • Permansor Terrae,0,6,0,0,,False
1010720,2,0,3,Castorice,Tribbie,Evernight,Hyacine,2,1,0,0,,False
1010720,3,5,1,Firefly,Ruan Mei,Fugue,Gallagher,1,1,0,6,,False
1010720,4,3,2,Castorice,Cyrene,Evernight,Hyacine,2,0,0,0,Sanguine Vitality,False
1000041,1,0,3,Cyrene,Ice Trailblazer,Mydei,Hyacine,0,6,0,0,,False
1000041,2,1,3,Phainon,Dan Heng • Permansor Terrae,Sunday,Cerydra,2,0,0,0,,False
1000041,3,2,3,Evernight,Castorice,Tribbie,Gallagher,0,0,0,6,,False
1000041,4,3,2,Phainon,Ice Trailblazer,Cyrene,Cerydra,2,6,0,0,Power Surge,False
1000042,1,1,3,Huohuo,Evernight,Cyrene,Castorice,0,0,0,2,,False
1000042,2,6,1,Lingsha,Ruan Mei,Fugue,Firefly,0,1,0,1,,False
1000042,3,5,1,Fu Xuan,Ice Trailblazer,Herta,The Herta,1,6,6,0,,False
1000042,4,4,2,Hyacine,Evernight,Cyrene,Castorice,0,0,0,2,Sanguine Vitality,False
1010721,2,3,2,Phainon,Dan Heng • Permansor Terrae,Sunday,Cerydra,0,0,0,0,,False
1010721,3,0,3,Castorice,Ice Trailblazer,Hyacine,Tribbie,2,6,2,0,,False
1000043,1,0,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0,6,1,0,,False
1000043,2,4,2,Feixiao,Robin,Imaginary March 7th,Dan Heng • Permansor Terrae,0,1,6,0,,False
1000043,3,3,2,Fugue,Ruan Mei,Lingsha,Firefly,0,1,0,0,,False
1000043,4,6,1,Castorice,Ice Trailblazer,Tribbie,Hyacine,0,6,1,0,Sanguine Vitality,False
1000045,1,0,3,Evernight,Castorice,Cyrene,Hyacine,0,2,0,0,,False
1000045,2,5,1,Cipher,Robin,Aventurine,Feixiao,0,0,0,0,,False
1000045,3,3,2,Fugue,Firefly,Ruan Mei,Lingsha,0,2,1,0,,False
1000045,4,3,2,Evernight,Castorice,Cyrene,Hyacine,0,2,0,0,Sanguine Vitality,False
1010722,1,0,3,Hysilens,Kafka,Black Swan,Dan Heng • Permansor Terrae,1,0,0,0,,False
1010722,2,2,3,Castorice,Hyacine,Cyrene,Evernight,0,0,0,0,,False
1010722,3,2,3,The Herta,Anaxa,Tribbie,Aventurine,2,0,1,0,,False
1010722,4,4,2,Castorice,Hyacine,Cyrene,Evernight,0,0,0,0,Sanguine Vitality,False
1000046,1,0,3,Phainon,Sunday,Bronya,Tingyun,2,0,5,6,,False
1000046,2,0,3,Anaxa,Cerydra,Cyrene,Ice Trailblazer,1,1,0,6,,False
1000046,3,2,3,The Herta,Himeko,Tribbie,Gallagher,0,6,1,6,,False
1000046,4,1,3,Phainon,Sunday,Cerydra,Tribbie,2,0,1,1,Power Surge,False
1000047,1,0,3,Castorice,Evernight,Hyacine,Cyrene,0,0,0,0,,False
1000047,2,2,3,Phainon,Dan Heng • Permansor Terrae,Cerydra,Sunday,0,0,0,0,,False
1000047,3,2,3,The Herta,Anaxa,Tribbie,Lingsha,0,0,1,0,,False
1000047,4,4,2,Castorice,Evernight,Hyacine,Tribbie,0,0,0,1,Sanguine Vitality,False
1000048,1,2,3,Jing Yuan,Dan Heng • Permansor Terrae,Sunday,Robin,0,2,0,0,,False
1000048,2,0,3,Phainon,Cerydra,Bronya,Ice Trailblazer,2,0,4,6,,False
1000048,3,2,3,The Herta,Aventurine,Tribbie,Herta,0,1,1,6,,False
1000048,4,3,2,Phainon,Cerydra,Sunday,Ice Trailblazer,2,0,0,6,Power Surge,False
1000049,1,3,2,Phainon,Robin,Bronya,Huohuo,0,0,2,0,,False
1000049,3,1,3,Castorice,Ice Trailblazer,Evernight,Hyacine,0,6,0,0,,False
1000050,1,4,2,Phainon,Ruan Mei,Sparkle,Luocha,0,1,0,0,,False
1000050,2,5,1,Anaxa,Cerydra,Bronya,Dan Heng • Permansor Terrae,0,0,1,0,,False
1000050,3,2,3,Mydei,Tribbie,Sunday,Gallagher,1,0,0,6,,False
1000050,4,5,1,Phainon,Cerydra,Sunday,Dan Heng • Permansor Terrae,0,0,0,0,Power Surge,False
1000051,1,0,3,Castorice,Evernight,Ice Trailblazer,Hyacine,2,0,6,0,,False
1000051,2,5,1,Feixiao,Tribbie,Imaginary March 7th,Aventurine,0,1,6,0,,False
1000051,3,3,2,Firefly,Fugue,Ruan Mei,Lingsha,3,0,1,0,,False
1000051,4,1,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0,Sanguine Vitality,False
1000052,1,0,3,Hysilens,Kafka,Black Swan,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000052,2,3,2,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,,False
1000052,3,2,3,The Herta,Anaxa,Tribbie,Gallagher,0,0,0,6,,False
1000052,4,5,1,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,Sanguine Vitality,False
1000053,1,0,3,Hysilens,Black Swan,Gallagher,Kafka,0,0,6,0,,False
1000053,2,6,1,Archer,Sparkle,Dan Heng • Permansor Terrae,Silver Wolf,0,1,0,0,,False
1000053,3,2,3,Evernight,Castorice,Hyacine,Tribbie,0,0,0,0,,False
1000053,4,4,2,Castorice,Evernight,Hyacine,Cyrene,0,0,0,0,Sanguine Vitality,False
1000054,1,3,2,Phainon,Sunday,Ice Trailblazer,Dan Heng • Permansor Terrae,0,0,6,0,,False
1000054,2,3,2,Hysilens,Black Swan,Kafka,Huohuo,0,1,0,0,,False
1000054,3,2,3,The Herta,Anaxa,Tribbie,Hyacine,0,0,0,1,,False
1000054,4,4,2,Castorice,Evernight,Tribbie,Hyacine,0,0,0,1,Sanguine Vitality,False
1000055,1,0,3,Ice Trailblazer,Evernight,Tribbie,Hyacine,6,0,1,0,,False
1000055,2,1,3,Phainon,Sparkle,Bronya,Cerydra,2,0,6,0,,False
1000055,3,2,3,Anaxa,Sunday,Ruan Mei,Dan Heng • Permansor Terrae,0,0,1,0,,False
1000055,4,2,3,Phainon,Sunday,Ice Trailblazer,Cerydra,2,0,6,0,Power Surge,False
1000056,1,0,3,Hysilens,Kafka,Black Swan,Luocha,0,0,1,0,,False
1000056,3,1,3,The Herta,Anaxa,Tribbie,Dan Heng • Permansor Terrae,2,0,1,0,,False
1000057,1,0,3,Phainon,Tingyun,Tribbie,Bronya,2,6,1,1,,False
1000057,2,1,3,Anaxa,Sunday,Dan Heng • Permansor Terrae,Cerydra,1,1,1,0,,False
1000057,3,2,3,Lingsha,Fugue,Ruan Mei,Imaginary Trailblazer,1,1,1,6,,False
1000057,4,2,3,Phainon,Cerydra,Dan Heng • Permansor Terrae,Sunday,2,0,1,1,Power Surge,False
1000058,1,1,3,Acheron,Hysilens,Tribbie,Fu Xuan,2,1,1,2,,False
1000058,2,1,3,Evernight,Cyrene,Ice Trailblazer,Huohuo,2,2,6,0,,False
1000058,3,1,3,Castorice,Ruan Mei,Lingsha,Hyacine,2,2,0,0,,False
1000058,4,0,3,Castorice,Evernight,Cyrene,Hyacine,2,2,2,0,Sanguine Vitality,False
1000059,1,1,3,Phainon,Cerydra,Sunday,Sparkle,1,0,0,2,,False
1000059,2,1,3,Hysilens,Kafka,Black Swan,Dan Heng • Permansor Terrae,0,6,6,0,,False
1000059,3,0,3,Firefly,Fugue,Lingsha,Ruan Mei,2,1,2,2,,False
1000059,4,1,3,Castorice,Tribbie,Hyacine,Evernight,2,1,0,0,Sanguine Vitality,False
1000060,1,0,3,Hysilens,Kafka,Dan Heng • Permansor Terrae,Black Swan,0,0,1,1,,False
1000060,2,1,3,Acheron,Sparkle,Hyacine,Jiaoqiu,6,2,2,1,,False
1000060,3,0,3,Firefly,Ruan Mei,Lingsha,Fugue,3,1,2,2,,False
1000060,4,4,2,Acheron,Sparkle,Hyacine,Jiaoqiu,6,2,2,1,Power Surge,False
1000061,1,0,3,Aglaea,Cyrene,Ice Trailblazer,Dan Heng • Permansor Terrae,3,2,6,0,,False
1000061,3,6,1,The Herta,Anaxa,Ruan Mei,Bailu,0,0,1,2,,False
1000062,1,1,3,Hysilens,Dan Heng • Permansor Terrae,Kafka,Black Swan,0,0,0,0,,False
1000062,2,4,2,Hyacine,Castorice,Ice Trailblazer,Tribbie,0,0,6,0,,False
1000062,3,5,1,Firefly,Ruan Mei,Fugue,Lingsha,0,1,0,0,,False
1000062,4,5,1,Hyacine,Castorice,Ice Trailblazer,Tribbie,0,0,6,0,Sanguine Vitality,False
1000063,1,1,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,1,6,1,,False
1000064,1,0,3,Hysilens,Kafka,Gallagher,Tribbie,0,0,6,0,,False
1000064,2,3,2,Castorice,Hyacine,Ice Trailblazer,Evernight,0,0,6,0,,False
1000064,3,4,2,Rappa,Lingsha,Fugue,Ruan Mei,0,0,0,1,,False
1000064,4,6,1,Castorice,Hyacine,Tribbie,Evernight,0,0,0,0,Sanguine Vitality,False
1010724,1,1,3,Kafka,Cyrene,Hysilens,Dan Heng • Permansor Terrae,1,0,0,0,,False
1010724,2,5,1,Feixiao,Aventurine,Robin,Cipher,0,0,0,0,,False
1010725,1,3,2,Aglaea,Ice Trailblazer,Hyacine,Tingyun,1,6,0,6,,False
1010725,2,2,3,Phainon,Sunday,Bronya,Dan Heng • Permansor Terrae,2,0,3,0,,False
1010725,3,4,2,The Herta,Anaxa,Lingsha,Ruan Mei,1,0,0,1,,False
1010725,4,4,2,Phainon,Sunday,Ice Trailblazer,Dan Heng • Permansor Terrae,2,0,6,0,Power Surge,False
1000065,1,0,3,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,,False
1000065,2,4,2,Hysilens,Black Swan,Kafka,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000065,3,3,2,The Herta,Herta,Tribbie,Fu Xuan,0,6,1,1,,False
1000065,4,3,2,Castorice,Evernight,Tribbie,Hyacine,0,0,1,0,Sanguine Vitality,False
1000066,1,0,3,,,,,,,,,,True
1000066,2,0,3,,,,,,,,,,True
1000066,3,0,3,,,,,,,,,,True
1000066,4,0,3,Cyrene,Castorice,Hyacine,Evernight,6,6,2,1,Sanguine Vitality,True
1000068,1,1,3,Acheron,Jiaoqiu,Robin,Dan Heng • Permansor Terrae,3,0,1,0,,False
1000068,2,1,3,Castorice,Evernight,Ice Trailblazer,Gallagher,2,1,6,6,,False
1000068,3,1,3,Hyacine,Sunday,Tribbie,Pela,1,0,1,6,,False
1000068,4,0,3,Castorice,Evernight,Tribbie,Hyacine,2,1,1,0,Sanguine Vitality,False
1000069,1,2,3,Cyrene,Anaxa,Cerydra,Aventurine,0,0,0,1,,False
1000069,2,1,3,Phainon,Dan Heng • Permansor Terrae,Bronya,Sunday,0,0,2,1,,False
1010728,1,0,3,Castorice,Evernight,Hyacine,Cyrene,0,0,0,0,,False
1010728,2,1,3,Saber,Sunday,Robin,Dan Heng • Permansor Terrae,6,0,0,0,,False
1010728,3,4,2,Firefly,Lingsha,Ruan Mei,Imaginary Trailblazer,2,0,0,6,,False
1010728,4,4,2,Castorice,Evernight,Hyacine,Cyrene,0,0,0,0,Sanguine Vitality,False
1000070,1,1,3,Jing Yuan,Sparkle,Sunday,Dan Heng • Permansor Terrae,1,0,6,2,,False
1000070,2,1,3,Feixiao,Topaz & Numby,Robin,Aventurine,2,1,2,1,,False
1000070,3,2,3,Anaxa,Cerydra,Fugue,Fu Xuan,6,1,1,4,,False
1000070,4,1,3,Anaxa,Cerydra,Sunday,Dan Heng • Permansor Terrae,6,1,6,2,Power Surge,False
1000071,2,6,1,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,,False
1010729,1,0,3,Phainon,Cerydra,Bronya,Sunday,0,0,6,0,,False
1010729,2,0,3,Castorice,Evernight,Cyrene,Hyacine,1,1,0,0,,False
1010729,3,1,3,The Herta,Herta,Tribbie,Dan Heng • Permansor Terrae,2,6,1,0,,False
1010729,4,0,3,Castorice,Evernight,Cyrene,Hyacine,2,1,0,0,Sanguine Vitality,False
1000072,1,0,3,Hysilens,Kafka,Black Swan,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000072,2,3,2,Phainon,Sunday,Tribbie,Huohuo,0,0,1,0,,False
1000072,3,1,3,Cyrene,Evernight,Castorice,Hyacine,0,0,0,0,,False
1000072,4,4,2,Castorice,Tribbie,Evernight,Hyacine,0,1,0,0,Sanguine Vitality,False
1000073,1,2,3,Phainon,Dan Heng • Permansor Terrae,Sunday,Bronya,0,0,0,1,,False
1000073,2,3,2,Feixiao,Topaz & Numby,Aventurine,Robin,0,1,1,1,,False
1000073,3,1,3,The Herta,Hyacine,Tribbie,Jade,0,0,0,1,,False
1000073,4,6,1,Castorice,Hyacine,Tribbie,Ice Trailblazer,0,0,0,6,Sanguine Vitality,False
1000074,1,0,3,Castorice,Evernight,Cyrene,Hyacine,6,2,6,2,,False
1000074,2,0,3,Phainon,Cerydra,Sunday,Dan Heng • Permansor Terrae,6,1,1,2,,False
1000074,3,0,3,Firefly,Fugue,Ruan Mei,Lingsha,6,6,6,1,,False
1000074,4,0,3,Castorice,Evernight,Cyrene,Hyacine,6,2,6,2,Sanguine Vitality,True
1000075,1,1,3,Hysilens,Kafka,Black Swan,Huohuo,0,0,0,0,,False
1000075,3,0,3,Castorice,Evernight,Ice Trailblazer,Hyacine,2,0,6,0,,False
1000076,1,0,3,Castorice,Hyacine,Tribbie,Evernight,6,1,6,0,,False
1000076,2,1,3,Phainon,Sunday,Cyrene,Dan Heng • Permansor Terrae,1,0,2,0,,False
1000076,3,0,3,Firefly,Fugue,Lingsha,Ruan Mei,6,1,1,1,,False
1000076,4,2,3,Castorice,Tribbie,Cyrene,Hyacine,6,6,2,1,Sanguine Vitality,True
1000077,1,0,3,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,,False
1000077,2,5,1,Topaz & Numby,Dan Heng • Permansor Terrae,Robin,Sunday,0,0,1,0,,False
1000077,3,1,3,The Herta,Jade,Tribbie,Lingsha,0,0,1,0,,False
1000077,4,3,2,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,Sanguine Vitality,False
1010731,1,3,2,Acheron,Dan Heng • Permansor Terrae,Sparkle,Pela,2,0,0,6,,False
1010731,2,2,3,Castorice,Ice Trailblazer,Bronya,Hyacine,6,6,5,0,,False
1010731,3,3,2,Firefly,Fugue,Ruan Mei,Gallagher,2,0,1,6,,False
1010731,4,3,2,Castorice,Ice Trailblazer,Ruan Mei,Hyacine,6,6,1,0,Sanguine Vitality,False
1000078,1,1,3,Phainon,Sunday,Sparkle,Dan Heng • Permansor Terrae,0,0,0,0,,False
1000078,2,0,3,Saber,Ice Trailblazer,Robin,Huohuo,6,6,0,0,,False
1000078,3,2,3,Castorice,Cyrene,Evernight,Hyacine,0,0,0,0,,False
